"Reporting starts","Reporting ends","Ad set name","Ad set delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (USD)",Ends,Starts,Impressions,"CPM (cost per 1,000 impressions) (USD)","Link clicks",shop_clicks,"CPC (cost per link click) (USD)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (USD)","Landing page views","Cost per landing page view (USD)"
2026-01-01,2026-02-18,"Watched 50% Ads - Peter Snelle Testimonial",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-17,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Website Visitors - Peter Snelle Testimonial - Copy",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-18,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched 50% Videos Past Year ​ ​- Storm Leroy - Copy",inactive,-,,,0,0,,15,Daily,0,Ongoing,2025-12-28,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched 50% Testimonials ​ ​- ""STOP promoting your event""",inactive,-,,,0,0,,40,Daily,0,Ongoing,2025-12-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"AIA - Phase 1 Ad Set: Visited Website Past Year",inactive,-,,,0,0,,10,Daily,0,Ongoing,2024-09-22,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"NEW - Coaches/Consultants",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched 50% of ANY Ad",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches/Consultants + Event Planning",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-30,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,Coaches/Consultants,not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-30,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Biz Owners, Experts & Prof (USA)",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,2024-10-03,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,2024-10-04,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event Plan. - Eng. Shop.",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-04-17,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences - 25 Mile Radius OFFICE",not_delivering,-,,,0,0,,30,Daily,0,Ongoing,2025-05-27,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences NEW - New AD #3 - Checklist",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-06-02,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike 1% US - Original [3] - Copy",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-06-05,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Lookalikes - Test. Sizzle #2",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-06-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event Hosts - New Ad #2",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-06-13,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Warm Audience - Video #2",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-07-08,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"BEST Lookalikes (Exl. Warm/Bad Aud.) - Image #2 - New Form",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-07-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"BEST Lookalikes (Exl. Warm/Bad Aud.) - Image #2 - New Form - Copy",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-07-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Warm Audiences w/ Ad Eng. - Top Ads - Old Form - Conv.",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-07-10,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched ANY Recent Ad",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-26,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Top Lookalikes",inactive,-,,,0,0,,50,Daily,0,Ongoing,2025-08-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Consultants - More Assets - NEW",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-09-01,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-09-04,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Best Lookalikes - Storm Leroy Testimonial",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-11-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Website Vis  - Test. Sizzle  - Cropped #1",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-04,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"GHL Leads - BS Video #1",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-17,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Website Visitors - Ajay Testimonial - Copy",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-19,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event Plan. - Eng. Shop.",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-04-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike 1% US",not_delivering,-,,,0,0,,30,Daily,0,Ongoing,2025-05-23,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Lookalikes - Image #3 - Copy",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-06-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event Planner, Biz Owner, Personal Dev - ""We help coaches/speakers"" Image Ad - Copy 2",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-06-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"ALL Warm Audiences - Top Ads - NEW Form/Copy - Logic Form - Marc",inactive,-,,,0,0,,25,Daily,0,Ongoing,2025-07-17,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences - 28-60",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-19,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches/Speakers - ALL Ads - New Form",inactive,-,,,0,0,,30,Daily,0,Ongoing,2025-08-20,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Website Visitors - Retargeting",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-26,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Warm Audience",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event Planners",not_delivering,-,,,0,0,,20,Daily,0,Ongoing,2025-08-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Entrepreneurs + Coaches",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,2025-09-01,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Entrepreneurs + Coaches",not_delivering,-,,,0,0,,20,Daily,0,Ongoing,2025-09-01,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Gaylord Palms Resort & Convention Center",inactive,-,,,0,0,,100,Daily,0,Ongoing,2025-09-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Entrepreneurs + Coaches - Florida ONLY",inactive,-,,,0,0,,30,Daily,0,Ongoing,2025-09-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Visited Website Past 30 Days",not_delivering,-,,,0,0,,30,Daily,0,Ongoing,2025-09-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 7 (2 VA) - Wam Audience - Copy",inactive,-,,,0,0,,30,Daily,0,Ongoing,2025-09-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 7 (2 VA) - Warm Audience - Top Ad",not_delivering,-,,,0,0,,150,Daily,0,Ongoing,2025-09-10,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 7 (2 VA) - Coaches/Speakers - 35-58 - Copy",not_delivering,-,,,0,0,,50,Daily,0,Ongoing,2025-09-10,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"90-Day IG/FB Engagement - Checkout & AI",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-10-02,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Website Visitors",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,2025-10-06,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"No Targeting - New AI Ad #6",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-11-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Warm Audiences",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,2025-11-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"25% of Ads Past Week (Ex. Leads)  - Test. Sizzle  - Cropped #2",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,2025-12-04,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"LL - Liked ESA FB Page - Testimonial Sizzle",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-08,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Website Visitors - Peter Snelle Testimonial",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-17,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Speakers/Experts ONLY - Refined - Image Ad #1",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,2025-05-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Retargeting (Warm)",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-05-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences - 25 Mile Radius OFFICE",inactive,-,,,0,0,,30,Daily,0,Ongoing,2025-05-26,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences NEW - New AD #2 - Checklist",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-05-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Lookalikes - Promo #1",not_delivering,-,,,0,0,,20,Daily,0,Ongoing,2025-06-05,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Warm Audiences w/ Ad Engagement - Top Ads - New Form",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-07-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Niche Audience Business Coaches- ALL Ads - New Form –",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-21,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"No Targeting",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-28,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Lookalikes - Marketing + AI",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-10-02,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Website Visitors - New AI Ads #3",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-11-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Best Lookalikes - Image #2 “We Fill Rooms”",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-11-13,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"No Targeting - Image #1",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,2025-11-15,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"No Targeting - Image #3",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,2025-11-15,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"No Targeting - Top Ad - ""STOP""",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-11-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"No Targeting - New AI Ad #3",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-11-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches/Speakers - Tiffany Lyons",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-11-18,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Top Lookalikes - ""You don't need more leads"" Video Ad",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-12-03,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"No Targeting - A+ [US, UK, AUS] - ""STOP"" Video Ad",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-12-03,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Warm Audiences - ""We fill rooms"" Image",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched 50% Ads - BS Video #1",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-17,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched 50% Ads - Ajay Testimonial",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-17,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Website Visitors - Ajay Testimonial",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-17,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched 50% Ads - Alanna Testimonial - Copy",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-19,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched 25% of Ads Past 7 Days ​- David Testimonial",inactive,-,,,0,0,,25,Daily,0,Ongoing,2025-12-20,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Warm Audiences - BS Video #1 - Copy",inactive,-,,,0,0,,10,Daily,0,Ongoing,2026-01-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"NEW - Coaches/Consultants + Event Planning",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event Plan. - Eng. Shop. - AA+",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-04-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event Plan. - Eng. Shop. - Copy",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-05-04,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Lookalike Audiences - 25 Mile Radius OFFICE",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-05-26,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Warm Leads - Promo #1",not_delivering,-,,,0,0,,20,Daily,0,Ongoing,2025-06-05,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike - Engaged in ESA IG Past Year - ""We help coaches/speakers"" Image Ad - Copy 2",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-06-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike - Top Qualified Leads (Ex. Bad Leads) - Image #2",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-07-01,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Audiences (Ex. NEW Bad Leads) - Video #2",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-07-02,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"LA - Top Qualified Leads (Ex. Bad Leads) - Video #2 - New Form",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-07-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike - 95% Vids (Ex. Bad Leads) - Video #2 - New Form",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-07-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches/Speakers Narrow - Top Ads - NEW Form/Copy",inactive,-,,,0,0,,25,Daily,0,Ongoing,2025-07-11,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches & Speakers",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-08-24,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,Sales,not_delivering,-,,,0,0,,25,Daily,0,Ongoing,2025-08-27,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches & Trainers (Ex. Bad Leads)",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches & Trainers - More Assets - NEW Conversion",inactive,-,,,0,0,,35,Daily,0,Ongoing,2025-08-31,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences – Brian's Cal - NEW",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-31,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched 3 secs Ad Past Year",not_delivering,-,,,0,0,,35,Daily,0,Ongoing,2025-09-01,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched 50% of Ads - FL - Individual Testimonials",not_delivering,-,,,0,0,,60,Daily,0,Ongoing,2025-09-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 7 (2 VA) - Top Audiences",not_delivering,-,,,0,0,,75,Daily,0,Ongoing,2025-09-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 7 (2 VA) - 25% of Any Recent Ad - 9/5/25",not_delivering,-,,,0,0,,60,Daily,0,Ongoing,2025-09-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 7 (2 VA) - Website Visitors",not_delivering,-,,,0,0,,100,Daily,0,Ongoing,2025-09-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 8 (2 VA) - Open",inactive,-,,,0,0,,60,Daily,0,Ongoing,2025-09-10,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 7 (2 VA) - GHL Leads",not_delivering,-,,,0,0,,60,Daily,0,Ongoing,2025-09-10,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Top Lookalikes - ""We fill rooms"" Image",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches/Mentors - Top 25% - ""We fill rooms"" Image",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-12-20,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"[ESA] - Website Vis. Past 6 months",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"[ESA] - Website Vis. Past 6 months",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event Planners",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-10-01,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"No Targeting (A+)",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,2024-10-04,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,Speakers,inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-04-30,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Podcast Interest - Promo #1",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-06-06,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Speakers (Ex. Bad Leads) - Video #2",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-07-01,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches, Speakers (Ex. Bad Leads) - Video #2 - New Form",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-07-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike - 95% Vids (Ex. Bad Leads) - Video #2 - Conv.",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-07-10,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Niche Audience - Health and Wellness Coaches ALL Ads - New Form –",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-21,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike 1% - Top Qualified Leads",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-25,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Website Visitors - NEW",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-31,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences",inactive,-,,,0,0,,60,Daily,0,Ongoing,2025-09-06,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences - VSL's",inactive,-,,,0,0,,15,Daily,0,Ongoing,2025-09-06,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 9 (2 VA) - Open",inactive,-,,,0,0,,40,Daily,0,Ongoing,2025-09-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 7 (2 VA) - Entrepreneurs + Coaches - Florida ONLY",not_delivering,-,,,0,0,,75,Daily,0,Ongoing,2025-09-10,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 9 (2 VA) -Warm Audiences",inactive,-,,,0,0,,40,Daily,0,Ongoing,2025-09-10,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Local Miami",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,2025-10-03,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event Promoters",inactive,-,,,0,0,,35,Daily,0,Ongoing,2025-10-26,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"No Targeting - New AI Ad #8",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-11-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike (liked ESA FB Page) - New Ad #2 - Copy 3",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,2025-11-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"90-Day IG/FB Engagement - ""STOP"" Video Ad",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-06,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched 25% of Ads Past 7 Days ​- ""STOP promoting your event""",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-12-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches/Mentors - Top 25% - ""STOP"" Video Ad",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"GHL Leads - Alanna Testimonial - Copy",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-19,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches/Consultants - Eng. Shop.",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,Coaches/Speakers,not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-30,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"[ESA] - All Audiences",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-10-02,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Warm Audiences",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,2024-10-04,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike 1% US - Original [3]",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-05-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike - All Website Visitors- New AD #2",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-06-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike (US, 1%) - People who like Event Sales Agency",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-25,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event Planners - A+",inactive,-,,,0,0,,50,Daily,0,Ongoing,2025-08-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 8 (2 VA) - Warm Audiences - FL",not_delivering,-,,,0,0,,100,Daily,0,Ongoing,2025-09-10,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 11 (3 VA) - Open",inactive,-,,,0,0,,60,Daily,0,Ongoing,2025-09-10,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 7 (2 VA) - Warm Audience FL - Top Ad",inactive,-,,,0,0,,150,Daily,0,Ongoing,2025-09-10,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"No Targeting - New AI Ad #4",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-11-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"No Targeting - New AI Ad #5",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-11-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"BEST Lookalikes (Exl. Warm Aud.) - Top Ads - Copy 2",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-11-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Website Vis   - Pace Morby",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-04,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"LL - Liked ESA FB Page - ""STOP"" Video Ad",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-12-06,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Top Lookalikes ​- ""STOP promoting your event""",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"LL - Liked ESA FB Page ​- ""STOP promoting your event""",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-08,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"LL - Liked ESA FB Page ​- Storm Leroy",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-12-08,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched 50% Videos Past Year  ​- ""We pack rooms""",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched 50% Ads - Alanna Testimonial",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-17,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Website Visitors - BS Video #1",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-17,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"GHL Leads - Peter Snelle Testimonial - Copy",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-18,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched 50% Ads - David Testimonial - Copy",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-19,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"GHL Leads (Ex. Bad) ​- David Testimonial - Feed ONLY",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-20,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"AIA - Phase 1 Ad Set: Visited IG Page Past Year",inactive,-,,,0,0,,10,Daily,0,Ongoing,2024-09-22,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"[ESA] - Coaches/Consultants",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-28,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"NEW - Personal development",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"New Leads Ad Set",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,2024-10-03,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike (US, 1%) - All IG Engagers - Last 90 Days",inactive,-,,,0,0,,100,Daily,0,Ongoing,2024-10-04,0,0,,,,,0,0,0,,
